,emdd,fosslim,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,scenario_pop_gdp,scenario_sigma,t2xco2_dist,t2xco2_index
1762,0.3123951510024428,10890.583920778903,1.0,0.0,0.0,1.0,0.0,2.0,398.0
1763,0.0269121589208593,9825.443731667809,1.0,2.0,0.0,4.0,0.0,2.0,896.0
1764,0.3041499464667981,8597.814595820986,1.0,0.0,0.0,3.0,2.0,2.0,66.0
1766,0.0458367061987855,4028.6131219621,1.0,0.0,0.0,5.0,1.0,0.0,899.0
1775,0.4624958276927965,12055.318307246858,0.0,1.0,0.0,0.0,2.0,2.0,971.0
1778,0.2242634108866612,8594.804657842304,0.0,0.0,0.0,0.0,1.0,0.0,369.0
1782,0.5782108558850898,6157.538572111591,1.0,2.0,0.0,3.0,2.0,1.0,22.0
1791,0.2245803288332234,8578.17591441458,1.0,2.0,1.0,5.0,2.0,2.0,118.0
1792,0.054692087396294,8729.97694170758,1.0,0.0,1.0,4.0,0.0,1.0,201.0
1810,0.1493772636900179,7243.5782848425215,0.0,1.0,0.0,1.0,2.0,2.0,388.0
1815,0.1710626922334629,6687.8205629536105,0.0,2.0,0.0,4.0,2.0,2.0,536.0
1823,0.02386083686841,13039.76587827351,1.0,0.0,0.0,3.0,1.0,0.0,133.0
1825,0.1623362426401206,12684.809336645583,0.0,0.0,0.0,4.0,0.0,0.0,309.0
1829,0.1221396598337195,10799.63765551375,0.0,2.0,0.0,2.0,1.0,1.0,84.0
1832,0.1033831462444324,9086.543285372802,0.0,0.0,1.0,5.0,1.0,1.0,803.0
1838,0.201144110640149,8378.106188344105,0.0,0.0,0.0,1.0,0.0,2.0,507.0
1840,0.2477042883406383,9694.979196396022,1.0,0.0,0.0,3.0,0.0,0.0,153.0
1844,0.1438431345989206,6440.740484862066,0.0,2.0,0.0,1.0,2.0,0.0,182.0
1849,0.0988522375534287,9169.282125921987,1.0,1.0,0.0,2.0,0.0,2.0,93.0
1859,0.0366497354117624,9244.646412749738,0.0,1.0,1.0,1.0,2.0,1.0,681.0
1872,0.4968218380980427,12575.782107334868,0.0,2.0,0.0,0.0,2.0,1.0,874.0
1874,0.4503663765796967,10441.625404252622,0.0,2.0,0.0,5.0,2.0,1.0,62.0
1879,0.1531314414807343,7393.299323855206,0.0,0.0,0.0,3.0,0.0,0.0,848.0
1893,0.2305617082687752,8813.172899144305,0.0,1.0,0.0,4.0,0.0,0.0,718.0
1897,0.0275293896620028,8683.874283894555,1.0,0.0,0.0,1.0,0.0,0.0,876.0
1898,0.3244936323685379,12239.196974449582,1.0,2.0,0.0,4.0,1.0,1.0,841.0
1900,0.1722145041076548,12916.448841974576,0.0,1.0,0.0,4.0,2.0,2.0,254.0
1903,0.0427841913668781,5415.274015317087,1.0,0.0,0.0,5.0,1.0,1.0,101.0
1906,0.0903002137724515,9610.488071814065,0.0,0.0,0.0,1.0,1.0,0.0,215.0
1923,0.1823453238439739,11541.841413279908,1.0,2.0,0.0,3.0,1.0,2.0,180.0
1924,0.205515079326736,11651.4758415538,0.0,1.0,0.0,1.0,2.0,1.0,555.0
1925,0.2133838797773943,12177.343414124229,1.0,0.0,0.0,5.0,1.0,1.0,998.0
1936,0.1717629449265582,12329.100359211126,1.0,0.0,0.0,3.0,1.0,2.0,454.0
1948,0.0739067826131121,5930.234331946031,0.0,1.0,0.0,2.0,1.0,1.0,717.0
1956,0.4311666466822255,10658.91564129518,0.0,2.0,0.0,2.0,2.0,2.0,454.0
1959,0.1334144303752693,7988.955338369273,1.0,2.0,0.0,1.0,0.0,1.0,906.0
1969,0.2248838111549716,12513.547306141014,0.0,2.0,0.0,1.0,1.0,1.0,389.0
1992,0.592312016718208,6631.606607182661,1.0,0.0,0.0,4.0,0.0,1.0,259.0
2000,0.191877081225737,6331.97795683028,1.0,0.0,0.0,4.0,0.0,0.0,564.0
2006,0.0797568200442393,6113.298729209177,0.0,0.0,0.0,4.0,2.0,0.0,150.0
2019,0.0913466000935146,9974.108786318537,1.0,1.0,0.0,2.0,2.0,2.0,224.0
2026,0.4735563331745875,7446.306049140838,0.0,1.0,0.0,4.0,1.0,2.0,819.0
2036,0.2706920947022223,7135.281885820863,1.0,0.0,0.0,5.0,2.0,0.0,975.0
2038,0.5013294094695137,9186.122351040529,1.0,2.0,0.0,3.0,0.0,0.0,834.0
2044,0.1945932284889004,13540.300099242924,1.0,0.0,0.0,2.0,2.0,2.0,161.0
2050,0.5570076185279413,10961.02480197,1.0,1.0,0.0,3.0,0.0,0.0,843.0
2059,0.016267202617416,5263.57077877429,1.0,0.0,0.0,5.0,2.0,1.0,680.0
2060,0.1601425421374109,11353.470076156636,1.0,0.0,0.0,4.0,0.0,0.0,408.0
2065,0.4265995364095672,8353.623395060335,0.0,2.0,0.0,2.0,0.0,1.0,47.0
2073,0.4784722592350606,12993.242336175928,1.0,0.0,0.0,5.0,2.0,1.0,151.0
2078,0.2075815360448684,4605.098758667613,0.0,1.0,0.0,2.0,2.0,0.0,989.0
2083,0.1408598762116761,5727.928264964666,0.0,0.0,0.0,2.0,0.0,0.0,233.0
2097,0.3137808260939113,9559.174059307,1.0,0.0,1.0,2.0,2.0,1.0,404.0
2099,0.3927072573069178,9839.147032526256,1.0,2.0,0.0,3.0,1.0,1.0,396.0
2106,0.0034791167793705,4449.142595751586,1.0,2.0,1.0,1.0,2.0,1.0,414.0
2114,0.5829489789358292,8903.351838287457,0.0,1.0,0.0,3.0,1.0,0.0,867.0
2120,0.1934025049676277,8513.44840352279,0.0,0.0,0.0,4.0,1.0,1.0,101.0
2125,0.0323295837353963,6941.05189239645,1.0,1.0,0.0,3.0,1.0,0.0,978.0
2129,0.0011399653864285,8703.77888981695,0.0,1.0,1.0,2.0,2.0,0.0,246.0
2134,0.3677610089897856,5628.091169091526,1.0,2.0,0.0,5.0,2.0,2.0,651.0
2138,0.2093492740681526,7358.669115910466,0.0,2.0,0.0,5.0,2.0,1.0,66.0
2142,0.2451249832880729,9129.102485802694,0.0,2.0,0.0,1.0,1.0,1.0,965.0
2158,0.5769904706565542,4568.579149628445,1.0,1.0,0.0,0.0,0.0,0.0,38.0
2159,0.1460368484270519,6644.702645112402,0.0,2.0,0.0,0.0,2.0,0.0,87.0
2168,0.1949124879384736,4449.344550971166,1.0,1.0,0.0,2.0,2.0,0.0,219.0
2172,0.1286449922542517,12143.94762973607,1.0,0.0,0.0,4.0,2.0,1.0,996.0
2173,0.2100335428599086,7261.297922009099,1.0,1.0,0.0,1.0,2.0,2.0,243.0
2195,0.0805185171095462,6422.566306818886,0.0,0.0,0.0,3.0,2.0,2.0,937.0
2215,0.3315847370351316,8214.989442953287,1.0,0.0,0.0,5.0,1.0,1.0,885.0
2222,0.3996140237656198,10868.251244074205,1.0,1.0,0.0,3.0,1.0,2.0,531.0
2233,0.3818384464676764,5970.775949297568,0.0,1.0,0.0,0.0,2.0,0.0,175.0
2271,0.172051196585296,7173.403834573182,1.0,1.0,0.0,3.0,0.0,1.0,680.0
2282,0.4087466807408349,6292.305651593004,0.0,2.0,0.0,3.0,0.0,1.0,47.0
2292,0.1350354550300009,12599.0114816716,0.0,1.0,0.0,2.0,0.0,0.0,990.0
2296,0.2778455100121982,9432.122277609567,1.0,1.0,0.0,2.0,1.0,1.0,841.0
2297,0.0363364581419225,4657.980734637013,1.0,2.0,1.0,2.0,1.0,2.0,646.0
2307,0.3613809010225364,11760.661681617465,1.0,1.0,0.0,2.0,0.0,0.0,734.0
2310,0.0883046109003531,11061.294657490036,1.0,1.0,0.0,2.0,1.0,1.0,665.0
2324,0.5154823878982226,13112.68736869033,1.0,2.0,0.0,3.0,2.0,2.0,189.0
2335,0.1171384991637382,7877.404781562542,0.0,1.0,0.0,0.0,1.0,1.0,780.0
2357,0.390343713110878,11905.324147268724,1.0,0.0,0.0,4.0,0.0,0.0,367.0
2361,0.1754692540402958,6288.4388398959145,1.0,2.0,0.0,0.0,0.0,0.0,354.0
2367,0.2797434037799955,8572.048960672715,0.0,1.0,0.0,2.0,1.0,1.0,841.0
2382,0.0050030273892445,5014.907967849409,1.0,0.0,0.0,5.0,0.0,0.0,17.0
2384,0.2203139157905171,9635.693822332902,0.0,2.0,0.0,3.0,1.0,1.0,613.0
2395,0.2812778562066222,11060.909907131749,0.0,0.0,0.0,5.0,2.0,2.0,104.0
2396,0.1048142484858744,8265.386044628971,0.0,1.0,0.0,2.0,0.0,1.0,358.0
2402,0.1245966782018726,12059.34957823678,1.0,1.0,0.0,5.0,1.0,0.0,661.0
2404,0.2474130064672142,5191.3479858391065,0.0,2.0,0.0,3.0,2.0,0.0,502.0
2410,0.4185969094628332,7069.392302697694,0.0,2.0,0.0,0.0,1.0,1.0,251.0
2413,0.2140182308638363,12817.005542748211,1.0,2.0,0.0,4.0,1.0,1.0,981.0
2414,0.5378269796717254,11985.803808698138,1.0,1.0,0.0,5.0,2.0,2.0,517.0
2415,0.0816115116943793,8369.503213779917,0.0,0.0,0.0,1.0,2.0,2.0,210.0
2418,0.0571834949788281,12886.006734411008,1.0,2.0,0.0,3.0,0.0,0.0,320.0
2428,0.4188687429321517,6573.833860859204,1.0,1.0,0.0,3.0,0.0,1.0,468.0
2438,0.4890825628293171,6453.559204251053,0.0,1.0,0.0,4.0,1.0,0.0,785.0
2443,0.4556677310790781,8556.890312142157,0.0,1.0,0.0,4.0,1.0,0.0,204.0
2453,0.2484257270396416,4619.30914621682,0.0,1.0,0.0,1.0,2.0,2.0,164.0
2457,0.496890966875453,5241.520539535191,1.0,0.0,0.0,0.0,0.0,1.0,292.0
2462,0.0928243795156731,6732.047790173698,1.0,1.0,0.0,2.0,1.0,0.0,430.0
2467,0.3742653063652379,7929.440665585153,0.0,2.0,0.0,0.0,1.0,1.0,537.0
2472,0.2032732676736512,12424.21683274533,0.0,0.0,1.0,2.0,2.0,1.0,719.0
2474,0.1450065999934937,4574.245563317159,0.0,0.0,0.0,2.0,2.0,1.0,913.0
2475,0.2495765682002365,11667.35416248558,1.0,1.0,0.0,3.0,0.0,0.0,918.0
2483,0.0924327854343275,6591.810410449874,0.0,1.0,0.0,4.0,2.0,2.0,233.0
2489,0.1922935857835439,8022.382138768444,1.0,1.0,0.0,2.0,2.0,0.0,280.0
2494,0.3599138589440105,6709.056122362275,0.0,1.0,0.0,0.0,0.0,1.0,131.0
2522,0.2922897625041489,11005.24064636198,0.0,2.0,0.0,1.0,0.0,2.0,551.0
2529,0.2695511970382725,12841.003612780249,1.0,0.0,0.0,0.0,1.0,0.0,876.0
2531,0.2819425806376973,5826.547127979302,1.0,2.0,0.0,4.0,1.0,2.0,581.0
2533,0.133501342701895,12003.292684839404,0.0,0.0,0.0,1.0,1.0,2.0,631.0
2541,0.4353701036737946,7357.029691878041,0.0,0.0,0.0,1.0,1.0,1.0,509.0
2545,0.1624352631881891,9500.687894055518,0.0,2.0,0.0,2.0,0.0,2.0,841.0
2549,0.076453297877444,4074.912837564779,1.0,0.0,0.0,3.0,0.0,0.0,396.0
2552,0.3865729798581572,10964.149007255772,0.0,0.0,0.0,3.0,1.0,1.0,603.0
2558,0.4082700178288197,11695.23039357706,1.0,1.0,0.0,2.0,1.0,0.0,496.0
2577,0.0688979167607467,5651.639006148602,1.0,1.0,0.0,2.0,2.0,0.0,642.0
2582,0.1302322326664343,4471.638839561256,0.0,2.0,0.0,1.0,1.0,2.0,651.0
2600,0.4126218193113299,6739.272649171644,0.0,1.0,0.0,4.0,1.0,2.0,797.0
2602,0.2007911009238229,10087.555593001656,0.0,0.0,1.0,5.0,0.0,2.0,517.0
2603,0.3830659921662799,4856.961644811805,0.0,1.0,0.0,1.0,2.0,0.0,430.0
2633,0.1922011708185133,9563.362443296988,0.0,1.0,0.0,0.0,2.0,1.0,940.0
2634,0.4512572968843526,12664.395782058951,0.0,0.0,0.0,2.0,0.0,0.0,337.0
2637,0.0193318406020797,12339.321126996085,1.0,2.0,0.0,1.0,1.0,2.0,177.0
2640,0.0388146207226177,7669.792463011934,0.0,0.0,0.0,5.0,1.0,1.0,270.0
2644,0.3917019946653971,11352.921659410786,1.0,2.0,0.0,1.0,1.0,1.0,999.0
2658,0.052046714892015,12813.098240102358,0.0,1.0,0.0,2.0,1.0,2.0,834.0
2661,0.1242370067277483,7171.026854605407,0.0,0.0,0.0,0.0,2.0,1.0,951.0
2662,0.5250274342500358,9257.997441911317,0.0,2.0,0.0,0.0,1.0,2.0,270.0
2670,0.0660628913188311,9495.687224318222,0.0,1.0,0.0,4.0,1.0,0.0,699.0
2674,0.0667084404150616,9062.515741917296,1.0,1.0,0.0,2.0,1.0,0.0,152.0
2690,0.4991748663585124,11323.522481211126,1.0,0.0,0.0,0.0,1.0,2.0,849.0
2695,0.3010594532352177,4435.378361259891,0.0,2.0,0.0,0.0,2.0,0.0,828.0
2711,0.0185117070475842,7186.300636273138,0.0,0.0,0.0,1.0,1.0,1.0,953.0
2713,0.1319203955043562,7550.920784029617,0.0,2.0,0.0,4.0,1.0,1.0,750.0
2716,0.1215993162458126,10762.103349234249,0.0,0.0,0.0,5.0,2.0,2.0,815.0
2718,0.1791425923390907,8890.403854397173,0.0,1.0,0.0,2.0,1.0,1.0,125.0
2729,0.0714339837532237,12187.692729447916,0.0,0.0,0.0,1.0,1.0,1.0,921.0
2730,0.3483402729960024,13429.19142398834,1.0,2.0,0.0,3.0,2.0,2.0,364.0
2740,0.2168514500886454,13199.318007944472,0.0,0.0,0.0,4.0,1.0,1.0,126.0
2746,0.2019288297485645,7919.380951899082,1.0,1.0,0.0,3.0,0.0,1.0,228.0
2750,0.3802101126780247,10541.80084967245,0.0,2.0,0.0,0.0,1.0,0.0,62.0
2752,0.1211071927999016,10600.5945359196,1.0,2.0,0.0,3.0,1.0,0.0,181.0
2767,0.3973119318968693,6321.880215220114,0.0,1.0,0.0,4.0,2.0,2.0,873.0
2774,0.1538350158617903,12336.451988752384,1.0,1.0,0.0,2.0,0.0,2.0,507.0
2801,0.5354757954846576,5096.232786231319,1.0,0.0,0.0,5.0,1.0,2.0,875.0
2815,0.3657410085586906,8883.046804223377,0.0,0.0,0.0,5.0,1.0,1.0,603.0
2816,0.0467199167820141,7937.233023125735,1.0,1.0,0.0,2.0,1.0,0.0,937.0
2817,0.4584306749579903,11489.019769353854,1.0,2.0,0.0,4.0,1.0,2.0,605.0
2821,0.4567042975288662,11795.54019176673,0.0,0.0,0.0,1.0,2.0,1.0,665.0
2830,0.167251898359602,11301.610892236997,1.0,0.0,1.0,4.0,0.0,2.0,857.0
2838,0.030316555267091,10464.438575183409,1.0,0.0,0.0,4.0,0.0,0.0,230.0
2844,0.1702082075505527,6149.999467333122,0.0,2.0,1.0,0.0,2.0,2.0,819.0
2852,0.253376085588427,10665.692054278654,1.0,1.0,0.0,1.0,1.0,1.0,787.0
2862,0.1271691591545602,5128.350741917009,1.0,2.0,0.0,5.0,1.0,0.0,848.0
2868,0.1667398585937919,7866.108039295514,0.0,1.0,0.0,4.0,1.0,2.0,872.0
2881,0.1854556937300482,7267.143532074012,0.0,1.0,0.0,4.0,0.0,0.0,377.0
2883,0.0773170340011145,4051.496891688429,1.0,0.0,0.0,5.0,0.0,0.0,13.0
2884,0.0303434701064912,5125.734865988592,1.0,1.0,0.0,3.0,0.0,2.0,622.0
2892,0.4843182993226529,5044.189404976269,1.0,2.0,0.0,4.0,0.0,0.0,495.0
2901,0.0370432764118017,8470.539588118372,0.0,0.0,0.0,1.0,1.0,1.0,998.0
2904,0.0615182907450785,11593.559371404644,0.0,0.0,0.0,2.0,2.0,1.0,269.0
2920,0.0472957165170472,10185.409447751234,0.0,2.0,0.0,2.0,1.0,2.0,596.0
2924,0.0504487589580402,12281.966546621574,0.0,0.0,0.0,2.0,0.0,1.0,75.0
2946,0.0378391959928253,5204.546152729201,0.0,0.0,0.0,2.0,2.0,0.0,486.0
2956,0.2470568749216194,5555.949127341689,0.0,2.0,0.0,4.0,1.0,0.0,943.0
2958,0.3515914731413545,7755.782618091463,0.0,2.0,0.0,2.0,2.0,2.0,158.0
3001,0.1327000060189448,12724.657991071494,0.0,1.0,1.0,5.0,2.0,2.0,927.0
3005,0.3646410898614276,13265.568162240686,0.0,1.0,0.0,1.0,1.0,1.0,888.0
3013,0.1689486264067553,11105.38803519856,1.0,1.0,0.0,5.0,0.0,0.0,220.0
3017,0.1893055809014343,11856.728548550103,1.0,1.0,0.0,1.0,0.0,1.0,941.0
3019,0.0791703071509633,5460.717327983644,1.0,1.0,0.0,0.0,0.0,2.0,314.0
3020,0.0925842387697598,12084.43241307564,0.0,2.0,0.0,5.0,0.0,1.0,270.0
3023,0.3098346403271661,13048.799373654369,0.0,1.0,0.0,3.0,1.0,2.0,507.0
3024,0.2475054641433402,12442.155703173086,0.0,0.0,0.0,5.0,1.0,0.0,617.0
3026,0.1415539092844787,11465.675811863868,0.0,2.0,0.0,1.0,0.0,1.0,513.0
3053,0.3255109241947546,13430.802744321843,0.0,1.0,0.0,4.0,0.0,1.0,134.0
3061,0.0183604524024372,12599.264981536737,0.0,2.0,0.0,1.0,2.0,1.0,488.0
3070,0.0116952381278027,4742.178974036737,1.0,2.0,0.0,2.0,2.0,1.0,490.0
3080,0.4732028759876532,5750.058942858965,1.0,1.0,0.0,5.0,1.0,1.0,268.0
3082,0.1378094649638552,8988.066436718469,0.0,1.0,0.0,2.0,0.0,1.0,928.0
3093,0.1185829351163737,7369.248141797279,0.0,0.0,0.0,2.0,1.0,2.0,66.0
3106,0.0328048110382427,10514.070515431284,0.0,0.0,0.0,0.0,0.0,0.0,152.0
3116,0.4206706901487849,9480.639077258907,0.0,0.0,0.0,0.0,0.0,0.0,499.0
3126,0.2383678475264292,4146.998198886957,1.0,1.0,0.0,4.0,0.0,1.0,395.0
3128,0.1676920324222441,11033.096725780108,0.0,2.0,0.0,2.0,2.0,0.0,661.0
3133,0.5020321389200542,8341.249442202427,1.0,2.0,0.0,0.0,1.0,1.0,593.0
3142,0.0955108655846292,7999.556249550918,1.0,0.0,0.0,2.0,2.0,1.0,118.0
3143,0.0291764873244755,4742.403611029061,0.0,1.0,0.0,4.0,1.0,1.0,743.0
3150,0.018298345975,12580.875995845065,1.0,2.0,0.0,1.0,0.0,0.0,149.0
3167,0.1562497948697048,12153.311081338228,0.0,2.0,0.0,5.0,2.0,1.0,208.0
3193,0.1462760247198317,6428.713555517504,1.0,1.0,0.0,1.0,0.0,1.0,248.0
3195,0.4415910708198305,12918.998474615582,1.0,1.0,0.0,2.0,2.0,2.0,323.0
3201,0.4694281775121555,11950.824734079091,0.0,0.0,0.0,4.0,0.0,0.0,785.0
3212,0.5169686507050508,4291.156564647021,1.0,2.0,0.0,0.0,1.0,2.0,959.0
3214,0.0899962274495322,9588.052589443734,0.0,0.0,0.0,0.0,0.0,2.0,177.0
3215,0.191627396487574,11630.305741071094,1.0,0.0,0.0,5.0,1.0,1.0,323.0
3218,0.4708182807593672,4800.970813632114,1.0,2.0,0.0,2.0,0.0,2.0,235.0
3222,0.2341402869480545,6189.417598339991,1.0,0.0,0.0,0.0,1.0,2.0,687.0
3223,0.2876719368210715,5526.164665567296,0.0,1.0,0.0,3.0,1.0,0.0,265.0
3244,0.0958930059282298,7774.143608575798,1.0,1.0,0.0,4.0,1.0,0.0,904.0
3251,0.0979795149134984,6859.868514556751,0.0,2.0,0.0,3.0,1.0,2.0,725.0
3252,0.0266401885234929,7219.394772121219,0.0,0.0,1.0,0.0,1.0,1.0,442.0
3256,0.314929010595554,5554.708175783611,0.0,0.0,0.0,0.0,2.0,0.0,540.0
3287,0.4411484039091231,12869.846617167172,0.0,1.0,0.0,4.0,2.0,1.0,468.0
3292,0.467856326707772,6256.707491387439,1.0,1.0,0.0,3.0,2.0,2.0,643.0
3308,0.2525290359169772,13489.548930162044,0.0,1.0,0.0,1.0,2.0,1.0,497.0
3316,0.5620473916625089,12988.965779327538,1.0,2.0,1.0,0.0,0.0,2.0,857.0
3323,0.1408289252017157,12002.698048541575,1.0,0.0,0.0,5.0,0.0,1.0,404.0
3361,0.1103976491432741,5538.425796676236,1.0,0.0,0.0,5.0,2.0,2.0,29.0
3363,0.0510205880252121,9069.600746720334,1.0,2.0,0.0,3.0,0.0,1.0,524.0
3384,0.4632440446635195,4367.052501249719,1.0,1.0,0.0,1.0,0.0,0.0,112.0
3390,0.210597840848294,11057.534626554245,0.0,1.0,0.0,2.0,1.0,1.0,345.0
3394,0.315956635282135,7470.90611480983,1.0,0.0,0.0,2.0,2.0,1.0,635.0
3429,0.2331399610914024,11447.479734930188,0.0,0.0,0.0,3.0,0.0,2.0,867.0
3441,0.1017487006035335,8428.60536810027,1.0,1.0,0.0,3.0,2.0,1.0,453.0
3442,0.3634731293832349,5549.972629390499,0.0,2.0,0.0,2.0,1.0,0.0,661.0
3466,0.1454979126342512,9278.11507945423,1.0,0.0,0.0,4.0,1.0,2.0,863.0
3484,0.0400204300884094,8424.646967005645,1.0,0.0,0.0,0.0,0.0,1.0,533.0
3499,0.2222980980176229,13282.893987191115,1.0,2.0,0.0,0.0,2.0,2.0,388.0
3505,0.3571179372955021,5865.407576385571,1.0,1.0,0.0,1.0,1.0,2.0,130.0
3508,0.0718490985980513,7431.4315005981025,1.0,1.0,1.0,3.0,2.0,1.0,835.0
3515,0.1959543948396441,6020.4477939761055,1.0,2.0,0.0,2.0,1.0,1.0,269.0
3518,0.2629134330532541,9174.570421894365,0.0,1.0,0.0,4.0,0.0,1.0,155.0
3534,0.4733892722280154,8535.411151922755,0.0,0.0,0.0,2.0,1.0,2.0,29.0
3542,0.1138245546802221,12866.984554826002,0.0,2.0,0.0,2.0,1.0,1.0,246.0
3549,0.3836917302892889,9019.21794785489,0.0,2.0,0.0,0.0,1.0,1.0,343.0
3556,0.2357242654875178,7588.230344313363,0.0,1.0,0.0,2.0,1.0,1.0,796.0
3570,0.2159470907198704,8146.668531920984,0.0,0.0,0.0,5.0,1.0,1.0,638.0
3571,0.2340855073642685,5521.284478816231,1.0,1.0,0.0,2.0,2.0,0.0,219.0
3573,0.0209167275604777,9249.208782780785,1.0,2.0,0.0,5.0,0.0,0.0,108.0
3578,0.2264660470670399,8571.614648440009,0.0,2.0,0.0,1.0,1.0,1.0,540.0
3594,0.4351073868237901,12037.094684487238,0.0,2.0,0.0,0.0,0.0,2.0,859.0
3596,0.5389996741231745,9842.030601387887,1.0,0.0,0.0,3.0,2.0,1.0,532.0
3599,0.2582953516751364,5406.813952430795,1.0,2.0,0.0,4.0,0.0,1.0,113.0
3606,0.4253803335513694,6758.509330992993,1.0,1.0,0.0,2.0,0.0,1.0,999.0
3607,0.1913869308651357,7342.579987414876,0.0,0.0,0.0,4.0,0.0,2.0,749.0
3617,0.0970184480143386,11715.280533941394,0.0,1.0,0.0,1.0,1.0,1.0,573.0
3620,0.2840236658341213,9095.44799286375,0.0,2.0,0.0,5.0,2.0,1.0,916.0
3634,0.0362526146395223,7039.42762767774,0.0,2.0,0.0,5.0,1.0,0.0,655.0
3639,0.0582906139477083,4123.1945337700445,1.0,0.0,1.0,5.0,0.0,1.0,990.0
3645,0.1338032328544328,9166.253647098772,0.0,0.0,0.0,2.0,0.0,1.0,125.0
3654,0.052514514903328,8808.137603165997,0.0,0.0,0.0,1.0,1.0,1.0,808.0
3661,0.5473328070865395,6708.62545961791,0.0,2.0,0.0,1.0,2.0,0.0,128.0
3664,0.0503493542532548,12858.90471397649,0.0,0.0,0.0,4.0,0.0,0.0,716.0
3666,0.4959205187193692,7918.20110475274,1.0,1.0,1.0,5.0,1.0,2.0,823.0
3667,0.252753666090837,10193.278266951917,0.0,2.0,0.0,0.0,1.0,0.0,746.0
3675,0.1988469013248424,6734.556214072329,1.0,0.0,1.0,3.0,0.0,1.0,506.0
3677,0.0837246120494437,12455.0860244366,1.0,1.0,0.0,2.0,1.0,0.0,51.0
3681,0.2831516130276178,7869.879105071306,1.0,2.0,0.0,5.0,0.0,2.0,937.0
3685,0.267790559637077,12696.041072805325,1.0,0.0,0.0,1.0,1.0,1.0,281.0
3698,0.5619219625190647,4155.611223863992,0.0,0.0,0.0,1.0,1.0,0.0,317.0
3702,0.2943009306408335,10644.060242951502,1.0,2.0,0.0,1.0,2.0,1.0,640.0
3711,0.0012801193661412,5418.121953882544,1.0,2.0,1.0,4.0,2.0,1.0,180.0
3723,0.2108153601692205,12582.05929767109,1.0,2.0,1.0,0.0,1.0,2.0,959.0
3734,0.0547481538730193,8979.128691886843,0.0,2.0,0.0,3.0,2.0,0.0,534.0
3751,0.1960194507192023,6736.611856986508,1.0,0.0,0.0,5.0,2.0,1.0,499.0
3756,0.2190139479205208,9097.925618440424,0.0,1.0,0.0,0.0,1.0,0.0,835.0
3766,0.1958303607540743,11831.15018403778,1.0,2.0,0.0,0.0,0.0,0.0,987.0
3793,0.0424621947137962,5027.657153714882,1.0,0.0,0.0,2.0,1.0,1.0,428.0
3794,0.2820035123081372,11588.60917666954,1.0,0.0,0.0,4.0,0.0,2.0,254.0
3803,0.0290664211864859,11196.225614318684,0.0,2.0,0.0,3.0,0.0,0.0,282.0
3805,0.0591012321700879,6128.585993687653,1.0,2.0,0.0,2.0,0.0,1.0,429.0
3807,0.1747831276595599,8729.21478425277,1.0,1.0,0.0,3.0,2.0,0.0,4.0
3818,0.250448165255825,8794.236489452745,0.0,1.0,0.0,0.0,1.0,1.0,389.0
3847,0.504756776701653,12810.255878102524,0.0,2.0,0.0,2.0,0.0,2.0,773.0
3849,0.0345388234347385,5547.942005756739,0.0,1.0,0.0,0.0,1.0,1.0,790.0
3857,0.4067723435867699,13495.566916621196,0.0,2.0,0.0,2.0,2.0,0.0,95.0
3860,0.351981493762844,6917.072050431152,0.0,0.0,0.0,4.0,0.0,0.0,265.0
3871,0.2395287836475161,4731.74269449813,1.0,0.0,0.0,4.0,2.0,2.0,360.0
3873,0.3826749803595103,11865.979770518728,1.0,1.0,0.0,4.0,2.0,1.0,467.0
3882,0.2648873916298669,6082.681586477343,1.0,2.0,0.0,3.0,1.0,1.0,685.0
3890,0.1125668285418213,12050.19123564816,1.0,0.0,0.0,1.0,1.0,1.0,965.0
3891,0.0738400740600275,12354.99751424342,0.0,1.0,0.0,2.0,2.0,0.0,429.0
3911,0.3446258920528338,7121.06168411896,0.0,1.0,0.0,0.0,0.0,0.0,57.0
3917,0.2141528218847311,4440.666486125629,0.0,0.0,0.0,2.0,2.0,0.0,98.0
3919,0.298067168142447,4037.11316249878,1.0,0.0,0.0,3.0,0.0,2.0,244.0
3940,0.462690624896488,11027.71146769236,0.0,0.0,1.0,5.0,1.0,2.0,309.0
3943,0.442225184755407,13595.931383845513,1.0,0.0,0.0,2.0,0.0,1.0,909.0
3980,0.4534085423335136,12899.151512396242,1.0,0.0,0.0,0.0,1.0,1.0,354.0
3988,0.1806137856228224,9796.208055289246,0.0,1.0,0.0,1.0,0.0,0.0,332.0
4010,0.1508136306815014,5996.790170489823,1.0,0.0,0.0,2.0,2.0,0.0,723.0
4011,0.0703051620998406,5611.269506010086,1.0,0.0,0.0,1.0,1.0,1.0,395.0
4034,0.5278296152868809,4006.839344789543,1.0,1.0,0.0,5.0,2.0,0.0,337.0
4049,0.1059070643682019,12524.27664442497,0.0,0.0,0.0,5.0,0.0,0.0,107.0
4050,0.2575474548774228,6828.256856800205,0.0,2.0,0.0,1.0,0.0,1.0,88.0
4051,0.1377101796317837,7684.989546487495,1.0,2.0,0.0,2.0,0.0,2.0,161.0
4062,0.1361534962163139,13076.585732047492,1.0,2.0,0.0,4.0,0.0,0.0,359.0
4073,0.2192328233818948,5929.029111403779,0.0,1.0,1.0,0.0,1.0,2.0,724.0
4080,0.0156712505494738,8551.112520962266,1.0,0.0,0.0,0.0,2.0,2.0,423.0
